,PUF_ID,Age Group,Education (Highest Degree),Race/Ethnicity,Gender,Household Income,Household Size,Federal Poverty Level,Census Region,Census Division,I could handle a major unexpected expense.,I am just getting by financially,I struggle to understand financial information,How would you assess your overall financial knowledge?,I follow-through on financial goals I set for myself.,I set financial goals for what I want to achieve with my money,I consult my budget to see how much money I have left,Stayed within your budget or spending plan,Paid all your bills on time,Paid off credit card balance in full,Putting money into savings is a habit for me,A Retirement Savings Account,A Non-Retirement Savings Account,How much money do you have in savings today?,Which one of the following best describes your housing situation?,About how much do you pay for your home each month?,What do you owe on your home?,Student/Education Loan (for yourself or someone else),Used payday loan or cash advance loan,Used pawn loan or auto title loan,Financial Well-Being Scale score,Financial Skill Scale score
4571,8875,25-34,Bachelors degree,"White, Non-Hispanic",Female,"$30,000 to $39,999",1,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Rarely,6,4,5,5,4,5,2,5,1,1,4,2,5,-2,1,0,0,54,58
4572,8653,70-74,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,South,East-South Central,Very well,Very little,Sometimes,4,4,4,4,4,5,5,4,0,0,7,1,99,99,0,0,0,63,55
4573,8462,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,West,Mountain,Very little,Completely,Sometimes,4,3,2,2,5,5,1,5,1,-1,6,1,4,2,0,0,0,36,58
4574,9849,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$60,000 to $74,999",3,200%+ FPL,South,East-South Central,Very well,Not at all,Never,6,4,5,5,5,5,1,5,1,7,7,1,6,2,0,0,0,74,73
4575,8876,70-74,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,South,South Atlantic,Somewhat,Completely,Always,6,4,4,4,4,4,4,5,1,1,99,1,99,99,0,0,0,55,79
4576,9116,62-69,Bachelors degree,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,West,Mountain,Completely,Completely,Never,7 - Very high,5,3,3,5,5,5,4,7,7,7,1,1,1,0,0,0,85,85
4577,14111,35-44,Bachelors degree,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,South,South Atlantic,Very well,Somewhat,Sometimes,5,5,4,4,4,5,5,6,1,1,4,1,6,2,0,0,0,58,63
4578,13176,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$50,000 to $59,999",1,200%+ FPL,South,West-South Central,Very well,Not at all,Rarely,5,4,4,4,4,4,4,6,1,0,6,1,1,2,0,0,0,61,52
4579,10498,75+,Graduate/professional degree,"White, Non-Hispanic",Male,"$50,000 to $59,999",2,200%+ FPL,Midwest,West-North Central,Very well,Very little,Rarely,5,5,4,4,5,5,5,6,7,0,99,1,99,99,0,0,0,63,62
4580,14063,62-69,Some college/Associate,"Black, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,South,South Atlantic,Somewhat,Very little,Sometimes,4,3,4,4,3,5,2,6,1,1,6,1,1,1,1,0,0,67,41
4581,13310,25-34,Some college/Associate,"Black, Non-Hispanic",Female,"Less than $20,000",4,<100% FPL,Midwest,East-North Central,Not at all,Completely,Often,3,4,2,1,1,4,1,5,7,1,3,2,1,-2,0,0,0,24,39
4582,13353,75+,Less than high school,"White, Non-Hispanic",Male,"$30,000 to $39,999",1,200%+ FPL,West,Pacific,Not at all,Somewhat,Sometimes,4,2,1,3,3,5,5,5,0,1,7,2,7,-2,0,0,0,50,37
4583,7940,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$75,000 to $99,999",3,200%+ FPL,Northeast,Mid-Atlantic,Completely,Not at all,Never,7 - Very high,5,5,5,1,5,5,5,1,1,99,1,3,99,0,0,0,79,85
4584,8877,35-44,Bachelors degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",5+,200%+ FPL,South,West-South Central,Very well,Somewhat,Sometimes,5,4,4,4,4,5,1,3,1,7,99,1,5,2,0,0,0,57,48
4585,11693,55-61,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,West,Pacific,Completely,Not at all,Never,7 - Very high,5,4,1,5,5,1,6,0,1,6,3,6,-2,0,0,0,70,78
4586,9617,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$20,000 to $29,999",1,100%-199% FPL,South,West-South Central,Not at all,Very well,Sometimes,3,2,3,3,2,2,2,4,7,1,1,2,4,-2,0,0,1,39,32
4587,8082,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,Northeast,New England,Somewhat,Somewhat,Sometimes,5,3,3,3,4,5,4,4,0,0,7,1,99,2,0,0,0,57,42
4588,8463,18-24,High school degree/GED,"White, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,West,Mountain,Very little,Very well,Sometimes,4,3,4,4,3,5,1,3,0,1,4,2,2,-2,0,0,0,48,45
4589,10686,45-54,High school degree/GED,"Other, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,South,West-South Central,Very well,Somewhat,Often,5,4,4,4,4,4,4,5,1,1,99,1,99,99,0,0,0,40,56
4590,11694,70-74,Graduate/professional degree,"Other, Non-Hispanic",Male,"$100,000 to $149,999",1,200%+ FPL,Northeast,New England,Very well,Very little,Rarely,7 - Very high,4,4,4,4,4,4,5,1,1,7,1,4,1,0,0,0,69,55
4591,12498,55-61,High school degree/GED,"White, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,Midwest,East-North Central,Somewhat,Somewhat,Sometimes,4,3,2,2,3,5,4,2,0,0,5,1,3,1,0,0,0,55,35
4592,10499,62-69,Bachelors degree,"White, Non-Hispanic",Male,"$20,000 to $29,999",1,200%+ FPL,Midwest,West-North Central,Very well,Very well,Sometimes,5,5,4,4,4,5,4,5,0,0,99,1,3,99,0,0,0,61,64
4593,10064,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",2,100%-199% FPL,West,Mountain,Very well,Somewhat,Never,5,4,3,3,5,5,5,4,0,0,99,1,99,99,0,0,0,64,53
4594,8251,55-61,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",1,200%+ FPL,South,South Atlantic,Very well,Not at all,Rarely,5,3,4,3,4,4,4,5,0,1,6,1,7,3,0,0,0,64,42
4595,10287,55-61,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,Midwest,East-North Central,Very well,Very little,Sometimes,4,4,4,4,4,5,5,5,1,1,5,1,1,1,0,0,0,63,53
4596,9117,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,South Atlantic,Very well,Very little,Sometimes,5,4,4,3,5,5,5,5,1,0,6,2,4,-2,0,0,0,59,51
4597,8878,55-61,Bachelors degree,Hispanic,Female,"$30,000 to $39,999",1,200%+ FPL,South,West-South Central,Somewhat,Very well,Sometimes,4,4,4,4,4,5,4,5,1,1,98,1,4,2,0,0,0,52,57
4598,11027,45-54,Graduate/professional degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",4,200%+ FPL,South,East-South Central,Somewhat,Very little,Rarely,6,4,4,4,4,5,4,2,1,0,6,1,3,2,0,0,0,60,55
4599,10500,62-69,Bachelors degree,"Other, Non-Hispanic",Male,"$40,000 to $49,999",2,200%+ FPL,West,Mountain,Somewhat,Somewhat,Sometimes,5,3,3,3,3,5,5,4,0,1,7,2,6,-2,0,0,0,47,41
4600,12069,25-34,Some college/Associate,"Black, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,South,West-South Central,Somewhat,Completely,Never,6,5,5,5,5,5,3,5,0,0,7,1,5,2,0,0,0,67,79
4601,9357,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,Midwest,West-North Central,Very well,Very well,Rarely,5,4,4,4,4,5,4,2,0,0,5,1,1,1,0,0,0,67,57
4602,12699,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,South,South Atlantic,Very well,Very little,Sometimes,4,3,3,1,1,4,4,6,1,1,5,1,5,2,0,0,0,53,35
4603,10288,45-54,Bachelors degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,South,South Atlantic,Very well,Not at all,Sometimes,4,4,4,4,4,5,5,6,0,1,7,1,6,3,0,0,0,61,44
4604,13930,45-54,Less than high school,Hispanic,Male,"$50,000 to $59,999",3,200%+ FPL,West,Pacific,Completely,Not at all,Rarely,6,5,5,5,5,5,4,6,1,1,5,1,2,2,0,0,0,78,72
4605,13618,45-54,Less than high school,"Black, Non-Hispanic",Male,"$50,000 to $59,999",5+,100%-199% FPL,Midwest,East-North Central,Very little,Very well,Rarely,5,4,4,5,4,5,1,4,0,0,99,2,4,-2,0,0,0,55,51
4606,9850,75+,Some college/Associate,"Other, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,South,East-South Central,Very well,Very little,Rarely,5,5,5,5,5,5,5,6,0,0,7,1,1,1,0,0,0,65,70
4607,11797,70-74,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",1,200%+ FPL,West,Pacific,Somewhat,Somewhat,Often,4,3,3,4,4,4,5,4,1,1,98,1,98,1,0,0,0,52,36
4608,10289,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",5+,100%-199% FPL,Midwest,East-North Central,Very well,Somewhat,Often,4,2,3,4,4,5,2,3,7,7,4,2,5,-2,0,0,0,34,34
4609,12458,75+,High school degree/GED,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,South,South Atlantic,Very well,Very little,Sometimes,5,4,4,4,5,5,4,5,7,0,7,1,6,3,0,0,0,69,50
4610,13235,45-54,Bachelors degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",4,200%+ FPL,South,South Atlantic,Not at all,Very well,Sometimes,4,3,3,4,3,5,1,2,0,0,4,1,6,2,0,0,0,42,34
4611,9358,45-54,High school degree/GED,"White, Non-Hispanic",Male,"Less than $20,000",4,<100% FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Rarely,5,3,3,3,4,5,5,3,7,7,3,2,5,-2,0,0,0,60,49
4612,12499,45-54,Less than high school,Hispanic,Male,"$20,000 to $29,999",3,100%-199% FPL,West,Pacific,Somewhat,Not at all,Sometimes,4,3,2,2,3,5,5,4,7,1,98,2,4,-2,0,0,0,66,38
4613,11028,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,Midwest,East-North Central,Very well,Not at all,Rarely,7 - Very high,4,4,5,4,5,4,4,7,7,4,1,1,1,0,0,0,78,57
4614,13712,75+,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",1,200%+ FPL,Northeast,Mid-Atlantic,Completely,Very little,Rarely,5,4,2,2,3,5,5,5,7,7,7,1,1,1,0,0,0,76,56
4615,12662,25-34,Graduate/professional degree,"Black, Non-Hispanic",Female,"$150,000 or more",3,200%+ FPL,West,Pacific,Completely,Not at all,Rarely,6,4,4,4,5,5,4,6,1,0,5,2,6,-2,1,0,0,78,64
4616,8879,62-69,Bachelors degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,Midwest,West-North Central,Somewhat,Very well,Rarely,5,4,4,4,4,5,5,6,1,0,7,1,1,1,0,0,0,56,63
4617,13297,55-61,High school degree/GED,"White, Non-Hispanic",Male,"Less than $20,000",1,<100% FPL,Midwest,East-North Central,Not at all,Somewhat,Always,3,1,3,3,4,5,4,4,7,7,98,1,1,98,0,1,0,51,31
4618,7351,18-24,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",4,200%+ FPL,South,South Atlantic,Very well,Very little,Sometimes,5,3,3,3,1,1,1,5,7,0,4,3,3,-2,0,0,0,59,46
4619,13169,70-74,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",1,200%+ FPL,South,South Atlantic,Completely,Completely,Sometimes,5,5,4,4,5,5,5,5,0,0,7,1,1,1,0,0,0,85,68
4620,9618,62-69,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,West,Pacific,Completely,Very well,Rarely,5,4,4,4,5,5,5,6,0,0,7,1,1,1,0,0,0,56,59
4621,9851,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,Midwest,West-North Central,Very well,Somewhat,Rarely,6,3,2,2,2,4,4,2,1,1,4,1,4,2,1,0,0,61,58
4622,10501,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$100,000 to $149,999",5+,200%+ FPL,Northeast,Mid-Atlantic,Completely,Not at all,Sometimes,2,3,3,4,3,5,1,4,0,0,7,1,5,2,0,0,0,74,62
4623,9359,25-34,High school degree/GED,"White, Non-Hispanic",Male,"Less than $20,000",1,<100% FPL,South,West-South Central,Not at all,Very well,Sometimes,3,2,2,5,2,4,1,2,1,0,2,1,4,2,0,0,0,31,54
4624,9619,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",5+,200%+ FPL,South,West-South Central,Very well,Very little,Sometimes,5,4,4,4,5,5,5,5,1,1,7,1,5,2,0,0,0,53,58
4625,9118,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$150,000 or more",4,200%+ FPL,Midwest,East-North Central,Very well,Very little,Rarely,4,3,4,3,4,5,4,4,0,0,6,1,7,3,0,0,0,56,45
4626,13468,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",1,200%+ FPL,South,South Atlantic,Not at all,Not at all,Sometimes,3,3,3,3,3,3,4,4,1,0,5,2,2,-2,0,0,0,60,31
4627,8654,35-44,High school degree/GED,"White, Non-Hispanic",Male,"$50,000 to $59,999",3,200%+ FPL,South,West-South Central,Completely,Completely,Always,7 - Very high,5,5,5,5,5,5,6,1,1,99,2,98,-2,0,0,0,26,79
4628,11029,70-74,Bachelors degree,"White, Non-Hispanic",Female,"$40,000 to $49,999",2,200%+ FPL,Midwest,West-North Central,Completely,Not at all,Rarely,5,5,4,4,5,5,5,6,1,1,5,1,1,1,0,0,0,95,73
4629,13425,35-44,High school degree/GED,"Black, Non-Hispanic",Male,"$30,000 to $39,999",5+,100%-199% FPL,Midwest,East-North Central,Very little,Somewhat,Rarely,3,3,3,4,2,4,3,4,1,1,98,2,3,-2,0,0,1,57,44
4630,13288,25-34,Graduate/professional degree,"Black, Non-Hispanic",Female,"$60,000 to $74,999",3,200%+ FPL,South,South Atlantic,Completely,Very little,Rarely,5,4,5,5,5,5,5,6,1,1,6,3,4,-2,0,0,0,68,82
4631,10065,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$150,000 or more",4,200%+ FPL,Northeast,Mid-Atlantic,Very little,Completely,Sometimes,3,2,1,4,2,5,1,2,1,7,5,1,6,2,0,0,0,27,31
4632,11460,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$75,000 to $99,999",3,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Sometimes,4,3,4,4,4,5,5,4,1,1,99,1,5,2,0,0,0,49,40
4633,14007,75+,High school degree/GED,"Black, Non-Hispanic",Female,"Less than $20,000",1,<100% FPL,Midwest,East-North Central,Somewhat,Very well,Sometimes,6,4,4,4,3,3,2,5,1,0,99,1,3,2,0,0,0,55,56
4634,11897,25-34,Some college/Associate,"Black, Non-Hispanic",Male,"$40,000 to $49,999",1,200%+ FPL,South,West-South Central,Very little,Very well,Sometimes,5,4,3,4,4,4,3,4,1,1,3,2,4,-2,0,0,0,48,69
4635,10502,62-69,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,West,Mountain,Very well,Not at all,Rarely,6,4,3,4,4,5,2,5,0,1,5,1,3,2,0,0,0,75,59
4636,8655,45-54,Some college/Associate,"White, Non-Hispanic",Female,"$150,000 or more",4,200%+ FPL,Midwest,East-North Central,Somewhat,Very well,Often,5,3,2,2,3,4,3,4,1,1,5,1,5,2,1,0,0,55,56
4637,9360,55-61,High school degree/GED,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Midwest,West-North Central,Somewhat,Not at all,Sometimes,4,3,3,2,3,5,4,4,1,0,6,1,6,2,0,0,0,62,43
4638,9853,55-61,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,East-South Central,Completely,Not at all,Never,6,5,5,3,5,5,5,6,1,1,6,1,1,1,0,0,0,86,85
4639,7819,35-44,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",4,200%+ FPL,Northeast,Mid-Atlantic,Very well,Very well,Sometimes,5,3,4,4,3,3,3,4,1,1,7,1,7,2,0,0,0,50,51
4640,12277,35-44,Bachelors degree,"Other, Non-Hispanic",Female,"$75,000 to $99,999",4,200%+ FPL,Midwest,East-North Central,Somewhat,Somewhat,Often,3,3,4,4,4,4,2,3,0,1,6,1,6,98,0,0,0,57,47
4641,13982,62-69,Some college/Associate,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,South,South Atlantic,Not at all,Not at all,Always,2,2,3,4,2,4,3,6,7,7,3,2,99,-2,0,0,0,35,26
4642,13271,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",1,200%+ FPL,Northeast,New England,Somewhat,Very little,Sometimes,4,3,4,3,5,5,5,4,1,1,6,1,6,3,0,0,0,59,55
4643,10290,75+,High school degree/GED,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,South,South Atlantic,Somewhat,Very well,Sometimes,4,4,4,4,5,5,5,4,0,1,6,1,1,-1,0,0,0,63,46
4644,8656,25-34,Graduate/professional degree,Hispanic,Male,"$150,000 or more",5+,200%+ FPL,South,South Atlantic,Somewhat,Very well,Rarely,5,4,4,4,5,5,4,5,0,7,7,1,1,1,0,0,0,47,55
4645,13465,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,West,Mountain,Very little,Very well,Sometimes,4,3,4,5,4,5,1,4,1,0,4,1,4,2,0,0,0,47,40
4646,8464,70-74,Some college/Associate,"White, Non-Hispanic",Female,"Less than $20,000",2,<100% FPL,West,Pacific,Very well,Not at all,Often,5,4,4,4,5,5,5,2,0,0,99,2,99,-2,0,0,0,69,63
4647,7941,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",4,200%+ FPL,Northeast,Mid-Atlantic,Very well,Very little,Rarely,6,4,4,4,4,5,3,5,1,1,99,1,3,1,0,0,0,64,58
4648,7352,18-24,Some college/Associate,"White, Non-Hispanic",Female,"$40,000 to $49,999",2,200%+ FPL,South,South Atlantic,Very well,Somewhat,Sometimes,4,4,4,4,4,5,2,6,0,0,4,3,1,-2,1,1,0,50,47
4649,11188,35-44,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",4,200%+ FPL,South,South Atlantic,Very well,Very little,Sometimes,5,4,5,4,3,5,4,6,1,1,6,1,7,3,0,0,0,60,53
4650,7942,45-54,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,South,South Atlantic,Very well,Very little,Sometimes,5,4,4,4,5,5,5,6,1,1,6,1,5,1,1,0,0,58,50
4651,8880,35-44,Some college/Associate,"Other, Non-Hispanic",Male,"$150,000 or more",3,200%+ FPL,West,Pacific,Completely,Very well,Sometimes,5,4,4,5,5,4,4,5,0,0,7,2,6,-2,0,0,0,51,54
4652,10688,18-24,Some college/Associate,"White, Non-Hispanic",Female,"$150,000 or more",4,200%+ FPL,South,East-South Central,Somewhat,Very little,Rarely,5,4,4,4,4,5,5,6,7,1,5,3,1,-2,0,0,0,60,47
4653,12134,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",3,200%+ FPL,Northeast,New England,Somewhat,Not at all,Sometimes,5,4,3,4,3,3,4,4,0,0,4,1,3,2,0,0,0,65,47
4654,8657,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$40,000 to $49,999",5+,100%-199% FPL,Midwest,East-North Central,Somewhat,Somewhat,Sometimes,4,4,2,3,4,5,4,4,0,0,98,1,2,2,0,0,0,56,39
4655,11030,75+,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Northeast,Mid-Atlantic,Completely,Not at all,Never,5,5,1,1,5,5,5,1,0,1,6,1,99,-1,0,0,0,95,73
4656,11031,55-61,Less than high school,Hispanic,Female,"$60,000 to $74,999",2,200%+ FPL,Northeast,Mid-Atlantic,Not at all,Completely,Always,1 - Very low,2,2,4,2,4,1,3,0,0,4,2,5,-2,1,0,0,33,25
4657,10291,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$50,000 to $59,999",3,200%+ FPL,South,East-South Central,Very well,Very little,Rarely,5,4,4,3,5,5,5,4,1,0,5,2,5,-2,1,0,0,53,57
4658,12863,35-44,Graduate/professional degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",3,200%+ FPL,West,Mountain,Very well,Not at all,Sometimes,4,3,4,2,4,5,5,6,1,1,7,1,4,1,0,0,0,69,42
4659,11311,35-44,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,Northeast,New England,Not at all,Completely,Sometimes,5,3,4,5,4,3,1,2,1,1,3,1,5,2,0,0,0,37,45
4660,8465,35-44,Some college/Associate,"Black, Non-Hispanic",Male,"$30,000 to $39,999",5+,100%-199% FPL,West,Pacific,Very little,Somewhat,Sometimes,2,3,3,3,3,4,2,1,0,0,2,3,5,-2,0,0,0,49,37
4661,8083,25-34,Some college/Associate,"White, Non-Hispanic",Male,"$40,000 to $49,999",4,100%-199% FPL,South,West-South Central,Very well,Somewhat,Sometimes,5,4,4,5,4,5,4,6,1,1,5,2,5,-2,1,0,0,58,53
4662,12840,55-61,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,West,Pacific,Very well,Not at all,Sometimes,6,4,3,3,5,5,5,6,7,1,6,1,3,3,0,0,0,79,72
4663,8658,55-61,Graduate/professional degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,Northeast,New England,Somewhat,Very little,Never,7 - Very high,1,5,5,3,3,3,4,1,1,-1,1,1,1,0,0,0,52,25
4664,7353,25-34,High school degree/GED,"Black, Non-Hispanic",Male,"Less than $20,000",1,<100% FPL,Northeast,Mid-Atlantic,Not at all,Not at all,Never,5,5,3,3,-1,-1,-1,-1,7,7,99,-1,99,-2,0,0,0,77,58
4665,8084,62-69,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,Midwest,East-North Central,Somewhat,Not at all,Rarely,5,4,3,3,3,5,5,3,7,7,5,1,6,2,0,0,0,76,49
4666,10292,45-54,Graduate/professional degree,"Black, Non-Hispanic",Female,"$150,000 or more",5+,200%+ FPL,South,South Atlantic,Somewhat,Very little,Rarely,5,3,4,4,4,5,5,3,1,0,5,1,7,3,0,0,0,64,51
4667,11898,35-44,Bachelors degree,"Black, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Rarely,5,2,4,5,2,4,3,4,1,1,5,1,7,3,0,0,0,48,45
4668,13931,55-61,Bachelors degree,"Other, Non-Hispanic",Female,"$150,000 or more",1,200%+ FPL,West,Pacific,Very well,Very well,Sometimes,5,3,4,4,5,5,5,4,1,1,7,1,1,1,0,0,0,59,43
4669,10293,35-44,High school degree/GED,Hispanic,Male,"$20,000 to $29,999",1,200%+ FPL,South,South Atlantic,Completely,Completely,Rarely,3,3,3,4,3,4,3,3,0,1,3,2,5,-2,0,0,0,23,40
4670,8659,45-54,Bachelors degree,"White, Non-Hispanic",Female,"$150,000 or more",4,200%+ FPL,Northeast,New England,Very little,Very well,Sometimes,4,3,3,3,3,5,5,2,0,0,3,1,7,3,0,0,0,44,34
4671,7943,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$40,000 to $49,999",1,200%+ FPL,Midwest,West-North Central,Completely,Somewhat,Rarely,6,4,4,4,3,5,5,6,7,1,5,1,5,2,0,0,0,58,57
4672,9119,45-54,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,West,Mountain,Completely,Not at all,Rarely,5,4,5,4,5,5,5,6,1,1,7,1,1,1,0,0,0,80,78
4673,9120,55-61,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,West-South Central,Somewhat,Very little,Rarely,6,4,4,2,4,5,5,4,1,0,5,1,1,1,0,0,0,66,58
4674,9620,62-69,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,Northeast,Mid-Atlantic,Completely,Very little,Sometimes,4,4,4,3,4,5,5,5,1,1,7,1,1,1,0,0,0,77,59
4675,10689,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very little,Somewhat,Sometimes,5,3,4,3,3,5,4,5,1,1,5,1,5,2,0,0,0,55,46
4676,12626,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$75,000 to $99,999",3,200%+ FPL,West,Pacific,Very well,Very well,Sometimes,3,2,2,2,3,5,1,3,7,7,3,2,5,-2,0,0,0,39,34
4677,12663,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Very little,Sometimes,5,4,3,4,4,5,5,6,7,1,5,1,1,1,0,0,0,63,55
4678,8881,25-34,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",3,200%+ FPL,South,South Atlantic,Somewhat,Very little,Rarely,5,4,5,5,4,5,1,5,1,1,5,2,4,-2,1,0,0,61,59
4679,12771,25-34,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,Northeast,New England,Somewhat,Very little,Rarely,5,3,4,4,4,4,4,3,1,-1,5,1,7,3,0,0,0,55,42
4680,9361,25-34,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",3,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Never,5,3,4,4,4,5,4,3,1,7,2,1,3,2,0,0,0,47,58
4681,7821,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$50,000 to $59,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very little,Completely,Sometimes,2,3,3,3,3,3,3,4,0,0,2,2,3,-2,0,0,0,43,42
4682,11798,55-61,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,Midwest,East-North Central,Very well,Very little,Rarely,6,4,4,3,5,5,4,6,1,1,6,1,4,2,0,0,0,65,61
4683,7509,25-34,Some college/Associate,Hispanic,Male,"$40,000 to $49,999",5+,100%-199% FPL,West,Pacific,Completely,Somewhat,Rarely,6,3,2,2,3,5,5,3,0,0,4,1,5,3,0,0,0,54,42
4684,9362,70-74,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Midwest,West-North Central,Very well,Somewhat,Rarely,5,3,3,4,4,5,2,1,0,7,3,1,4,1,0,0,0,49,43
4685,12334,55-61,Some college/Associate,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,Midwest,West-North Central,Very well,Not at all,Rarely,5,4,4,4,4,5,5,5,1,1,99,1,99,99,0,0,0,68,60
4686,7257,35-44,Less than high school,Hispanic,Male,"$50,000 to $59,999",2,200%+ FPL,West,Pacific,Very well,Very well,Sometimes,4,3,4,4,3,3,3,4,7,7,4,2,6,-2,0,0,0,45,42
